ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ef25-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-origin_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ef25-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-origin_ratio,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ef25-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-origin_q124,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ef25-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-bellman_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ef25-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-bellman_ratio
853774.47,13.94,0.6,329202.86,5.38
853774.47,13.94,0.6,329202.86,5.38
853626.0,13.94,0.6,329160.2,5.38
853477.52,13.94,0.6,329074.71,5.38
853477.52,13.94,0.6,329074.71,5.38
852289.76,13.94,0.6,328640.29,5.38
852338.71,13.94,0.6,328204.62,5.37
852277.22,13.94,0.6,328047.77,5.37
852317.45,13.95,0.6,327937.52,5.37
852495.85,13.95,0.61,328425.44,5.37
852298.98,13.95,0.6,328194.74,5.37
852347.93,13.95,0.61,327759.07,5.36
852629.04,13.96,0.61,327953.7,5.37
852480.57,13.96,0.61,327910.81,5.37
852765.93,13.96,0.62,328188.67,5.37
852528.09,13.96,0.61,328005.16,5.37
852154.26,13.95,0.61,327702.05,5.37
851996.85,13.95,0.61,327553.53,5.36
851848.38,13.95,0.61,327440.42,5.36
851699.91,13.95,0.61,327425.38,5.36
851878.31,13.95,0.61,327464.33,5.36
851918.54,13.96,0.61,327729.49,5.37
851958.78,13.96,0.62,327551.77,5.37
851810.31,13.96,0.62,327432.37,5.37
851672.45,13.96,0.62,327793.32,5.37
851513.36,13.96,0.62,327574.16,5.37
851553.6,13.96,0.62,327396.44,5.37
851593.83,13.96,0.62,327351.66,5.37
851296.96,13.96,0.62,327133.78,5.36
851475.36,13.96,0.62,327780.16,5.38
851178.42,13.96,0.62,327652.01,5.38
851218.65,13.97,0.62,327761.53,5.38
851070.18,13.97,0.62,327718.64,5.38
850921.71,13.97,0.62,327633.39,5.38
850961.94,13.97,0.63,327713.5,5.38
850813.47,13.97,0.63,327668.59,5.38
850665.0,13.97,0.63,327671.23,5.38
850843.4,13.97,0.63,327820.61,5.38
850703.64,13.97,0.63,327103.85,5.37
850375.45,13.97,0.63,326769.06,5.37
850125.27,13.97,0.62,326524.79,5.36
849976.79,13.97,0.62,326498.25,5.37
849976.79,13.97,0.62,326498.25,5.37
849828.32,13.97,0.62,326396.64,5.36
849679.85,13.97,0.62,326324.19,5.36
849531.38,13.97,0.62,326268.5,5.36
849382.91,13.97,0.62,326155.39,5.36
849382.91,13.97,0.62,326155.39,5.36
849668.27,13.97,0.63,326573.67,5.37
849294.44,13.97,0.62,326200.35,5.36
849145.97,13.97,0.62,326088.49,5.36
849145.97,13.97,0.62,326088.49,5.36
849324.37,13.97,0.63,326392.72,5.37
849175.9,13.97,0.63,326279.79,5.37
848969.03,13.97,0.62,326025.31,5.36
847901.55,13.97,0.63,325905.2,5.37
846834.08,13.97,0.63,325687.42,5.37
846537.2,13.97,0.62,325437.25,5.37
846397.45,13.97,0.62,324808.88,5.36
846248.98,13.97,0.62,324793.66,5.36
845998.79,13.96,0.62,324461.0,5.36
845701.92,13.96,0.62,324170.48,5.35
845553.45,13.96,0.62,324127.82,5.35
845870.65,13.97,0.62,324371.23,5.36
845919.6,13.97,0.62,323935.56,5.35
845622.66,13.97,0.62,323807.41,5.35
845903.77,13.97,0.63,324002.04,5.35
845755.3,13.97,0.63,323916.56,5.35
845606.83,13.97,0.63,323804.69,5.35
845655.78,13.98,0.63,323369.02,5.34
845594.29,13.98,0.63,323212.18,5.34
845445.82,13.98,0.63,323195.9,5.34
845297.35,13.98,0.63,323084.03,5.34
845346.3,13.98,0.64,322648.36,5.34
844762.27,13.97,0.63,322064.33,5.33
844513.38,13.97,0.63,321728.96,5.32
844513.38,13.97,0.63,321728.96,5.32
844553.61,13.97,0.63,321897.83,5.33
844463.09,13.97,0.63,321138.14,5.31
844314.62,13.97,0.63,321095.25,5.31
844354.85,13.97,0.63,321173.35,5.32
844533.25,13.98,0.63,321212.29,5.32
844810.43,13.98,0.64,321789.43,5.33
844661.96,13.98,0.64,321677.01,5.33
844455.09,13.98,0.64,321371.26,5.32
844306.62,13.98,0.64,321355.53,5.32
844158.15,13.98,0.64,321242.42,5.32
844018.39,13.98,0.64,320614.05,5.31
843956.91,13.98,0.64,320465.64,5.31
843808.44,13.98,0.64,320450.61,5.31
843848.67,13.98,0.64,320530.72,5.31
843689.96,13.98,0.64,320415.6,5.31
843730.2,13.98,0.64,320534.04,5.31
843354.55,13.98,0.64,320265.57,5.31
843206.08,13.98,0.64,320273.17,5.31
843057.61,13.98,0.64,320029.34,5.31
842909.14,13.98,0.64,319986.68,5.31
842760.67,13.98,0.64,319901.19,5.31
842760.67,13.98,0.64,319901.19,5.31
842622.81,13.98,0.64,320033.01,5.31
842622.81,13.98,0.64,320033.01,5.31
842622.81,13.98,0.64,320033.01,5.31
842078.01,13.97,0.63,319488.2,5.3
841918.92,13.97,0.63,319253.03,5.3
842236.12,13.98,0.63,318961.24,5.29
842087.65,13.98,0.63,318953.35,5.29
841020.18,13.98,0.63,318735.57,5.3
840902.57,13.98,0.63,318310.43,5.29
840754.1,13.98,0.63,318175.84,5.29
840803.05,13.98,0.64,317740.17,5.28
840803.05,13.98,0.64,317740.17,5.28
840654.58,13.98,0.64,317628.31,5.28
840357.64,13.98,0.64,317500.16,5.28
840638.74,13.98,0.64,317694.79,5.28
840678.98,13.99,0.64,317863.66,5.29
841123.43,13.99,0.65,317898.34,5.29
840972.52,13.99,0.65,318098.75,5.29
840824.05,13.99,0.65,318144.79,5.29
840675.58,13.99,0.65,318033.21,5.29
840303.56,13.99,0.64,317693.93,5.29
840343.8,13.99,0.65,317862.51,5.29
840195.32,13.99,0.65,317782.96,5.29
840244.28,13.99,0.65,317347.29,5.28
839994.09,13.99,0.65,317010.62,5.28
839845.62,13.99,0.65,317083.84,5.28
839697.14,13.99,0.65,317032.9,5.28
839982.5,14.0,0.65,317309.41,5.29
839982.5,14.0,0.65,317309.41,5.29
839608.67,13.99,0.65,317006.3,5.28
839460.2,13.99,0.65,316979.77,5.28
839500.43,13.99,0.65,317063.3,5.29
839540.67,14.0,0.65,317143.42,5.29
839392.2,14.0,0.65,317098.51,5.29
839669.37,14.0,0.66,317323.86,5.29
839442.36,14.0,0.66,317254.6,5.29
839293.89,14.0,0.66,317150.26,5.29
839145.42,14.0,0.65,317022.82,5.29
838996.95,14.0,0.65,317007.78,5.29
838848.48,14.0,0.65,316981.25,5.29
838700.01,14.0,0.65,316879.63,5.29
838551.53,14.0,0.65,316766.53,5.29
838551.53,14.0,0.65,316766.53,5.29
838403.06,14.0,0.65,316751.49,5.29
838581.46,14.0,0.66,316790.44,5.29
837513.99,14.0,0.66,316572.66,5.29
837562.94,14.01,0.66,316136.99,5.29
837844.04,14.01,0.67,316331.62,5.29
837844.04,14.01,0.67,316331.62,5.29
837695.57,14.01,0.67,316485.04,5.29
837555.82,14.01,0.67,315768.28,5.28
837494.34,14.01,0.67,315712.71,5.28
837779.7,14.02,0.67,315784.87,5.28
837631.22,14.02,0.67,315947.67,5.29
837482.75,14.02,0.67,315834.56,5.29
837334.28,14.02,0.67,315819.53,5.29
837383.23,14.02,0.68,315383.86,5.28
837234.76,14.02,0.68,315271.99,5.28
836985.87,14.02,0.68,314936.63,5.27
836837.4,14.02,0.67,314920.34,5.28
836837.4,14.02,0.67,314920.34,5.28
836463.57,14.01,0.67,314617.23,5.27
836641.97,14.02,0.67,314656.18,5.27
836435.1,14.01,0.67,314455.66,5.27
836484.05,14.02,0.67,314019.99,5.26
835416.57,14.02,0.68,313802.21,5.27
835697.68,14.02,0.68,313996.85,5.27
835746.63,14.03,0.68,313561.18,5.26
836027.74,14.03,0.69,313755.81,5.27
836321.28,14.04,0.7,314351.32,5.28
836321.28,14.04,0.7,314351.32,5.28
836024.41,14.03,0.69,313979.23,5.27
836064.64,14.04,0.69,314059.34,5.27
836104.88,14.04,0.7,314177.79,5.28
836145.11,14.04,0.7,314257.9,5.28
836185.34,14.04,0.7,314376.34,5.28
836036.87,14.04,0.7,314349.81,5.28
835888.4,14.04,0.7,314248.19,5.28
835888.4,14.04,0.7,314248.19,5.28
835739.93,14.04,0.7,314221.66,5.28
835780.16,14.05,0.7,314283.4,5.28
835820.39,14.05,0.71,314363.51,5.28
835671.92,14.05,0.71,314318.6,5.28
835447.21,14.05,0.7,314170.16,5.28
835625.61,14.05,0.71,314209.11,5.28
835408.31,14.05,0.7,313997.04,5.28
835249.6,14.05,0.7,313842.65,5.28
835249.6,14.05,0.7,313842.65,5.28
835249.6,14.05,0.7,313842.65,5.28
835289.83,14.05,0.7,314107.82,5.28
835330.07,14.05,0.71,314176.87,5.28
835171.36,14.05,0.71,314022.61,5.28
835211.6,14.05,0.71,314137.78,5.28
835496.96,14.06,0.71,314225.07,5.29
835348.48,14.06,0.71,314442.95,5.29
835348.48,14.06,0.71,314442.95,5.29
835200.01,14.06,0.71,314400.06,5.29
835240.25,14.06,0.72,314478.15,5.29
835091.78,14.06,0.72,314435.49,5.29
834701.83,14.06,0.71,313474.45,5.28
834553.36,14.06,0.71,313388.97,5.28
834404.89,14.06,0.71,313261.71,5.28
834198.02,14.05,0.71,313132.55,5.28
834049.55,14.05,0.71,313117.34,5.28
833752.61,14.05,0.71,312989.19,5.28
833752.61,14.05,0.71,312989.19,5.28
833604.14,14.05,0.71,312876.08,5.27
833455.67,14.05,0.71,312861.04,5.28
833307.19,14.05,0.71,312818.38,5.28
833307.19,14.05,0.71,312818.38,5.28
832933.36,14.05,0.7,312445.07,5.27
832784.89,14.05,0.7,312359.58,5.27
832825.13,14.05,0.71,311803.74,5.26
832231.24,14.05,0.71,311659.86,5.26
832082.77,14.05,0.71,311617.2,5.26
832314.87,14.06,0.71,311236.8,5.26
832045.53,14.05,0.71,312075.64,5.27
831897.06,14.05,0.71,311990.15,5.27
831748.58,14.05,0.71,311963.62,5.27
832200.74,14.06,0.72,312490.17,5.28
831810.79,14.06,0.71,311529.14,5.26
831340.17,14.05,0.71,311030.97,5.26
831736.93,14.06,0.72,310805.39,5.25
831755.06,14.06,0.72,310978.76,5.26
832199.51,14.07,0.73,311307.01,5.26
831687.75,14.06,0.72,310886.01,5.26
831687.75,14.06,0.72,310886.01,5.26
831539.28,14.06,0.72,310942.46,5.26
831238.05,14.06,0.71,310715.94,5.25
831238.05,14.06,0.71,310715.94,5.25
831278.29,14.06,0.72,310784.98,5.26
831563.65,14.07,0.72,311066.74,5.26
831415.18,14.07,0.72,311023.85,5.26
831455.41,14.07,0.73,311101.94,5.26
831306.94,14.07,0.73,311059.05,5.26
831485.34,14.07,0.73,311294.31,5.27
831525.57,14.08,0.73,311374.43,5.27
831565.8,14.08,0.73,311492.87,5.27
831417.33,14.08,0.73,311379.76,5.27
831595.73,14.08,0.74,311685.24,5.28
831774.13,14.09,0.74,311724.19,5.28
831625.66,14.09,0.74,311877.61,5.28
831477.19,14.09,0.74,311834.95,5.28
831655.59,14.09,0.75,312070.13,5.29
831507.11,14.09,0.75,311957.03,5.29
831507.11,14.09,0.75,311957.03,5.29
831547.35,14.09,0.75,312127.14,5.29
831398.88,14.09,0.75,312084.25,5.29
831250.4,14.09,0.75,311998.99,5.29
831250.4,14.09,0.75,311998.99,5.29
831101.93,14.09,0.75,311886.06,5.29
830805.06,14.09,0.75,311595.54,5.28
830656.59,14.09,0.75,311580.33,5.28
830656.59,14.09,0.75,311580.33,5.28
830696.82,14.09,0.75,311660.44,5.29
830696.82,14.09,0.75,311660.44,5.29
830548.35,14.09,0.75,311637.42,5.29
830399.88,14.09,0.75,311525.01,5.29
830026.05,14.09,0.74,311277.02,5.28
829877.58,14.09,0.74,311261.29,5.28
829655.88,14.08,0.74,311044.96,5.28
829655.88,14.08,0.74,311044.96,5.28
829359.01,14.08,0.74,310754.44,5.28
829644.37,14.08,0.74,310841.73,5.28
829347.5,14.08,0.74,310551.21,5.27
829199.03,14.08,0.74,310698.89,5.28
829239.26,14.08,0.74,310779.01,5.28
829090.79,14.08,0.74,310755.89,5.28
828942.32,14.08,0.74,310067.44,5.27
828942.32,14.08,0.74,310067.44,5.27
828793.85,14.08,0.74,309788.63,5.26
828420.02,14.08,0.73,309485.52,5.26
828775.53,14.08,0.74,309381.89,5.26
828430.46,14.08,0.74,309609.63,5.26
828223.59,14.08,0.73,309408.96,5.26
828075.11,14.08,0.73,309294.27,5.26
827926.64,14.08,0.73,309297.73,5.26
828389.41,14.08,0.74,309968.95,5.27
828389.41,14.08,0.74,309968.95,5.27
828240.94,14.08,0.74,309837.34,5.27
828092.47,14.08,0.74,309725.48,5.27
827933.38,14.08,0.74,309497.21,5.26
827752.77,14.08,0.74,309383.0,5.26
827752.77,14.08,0.74,309383.0,5.26
827604.3,14.08,0.74,309366.71,5.26
827604.3,14.08,0.74,309366.71,5.26
827455.83,14.08,0.74,309340.18,5.26
827741.19,14.09,0.74,309601.68,5.27
827461.18,14.08,0.74,309309.58,5.26
827235.91,14.08,0.74,309151.1,5.26
827087.44,14.08,0.74,309038.69,5.26
827372.8,14.09,0.74,309457.05,5.27
826998.97,14.08,0.74,309082.96,5.26
826850.5,14.08,0.74,308971.09,5.26
826702.03,14.08,0.74,308954.81,5.26
826702.03,14.08,0.74,308954.81,5.26
826987.39,14.09,0.74,309026.97,5.26
825919.91,14.09,0.74,308809.19,5.27
825968.87,14.09,0.75,308373.52,5.26
824901.39,14.09,0.75,308155.74,5.26
824839.9,14.09,0.75,307998.9,5.26
824691.43,14.09,0.75,308231.91,5.27
824740.38,14.1,0.75,307796.24,5.26
824146.5,14.09,0.75,307652.36,5.26
823897.61,14.09,0.75,307316.99,5.26
823749.14,14.09,0.75,307290.46,5.26
824018.37,14.1,0.76,307604.83,5.26
824018.37,14.1,0.76,307604.83,5.26
822950.89,14.1,0.76,307387.06,5.27
822811.14,14.1,0.76,306758.68,5.26
822811.14,14.1,0.76,306758.68,5.26
822523.44,14.1,0.75,306472.7,5.25
822523.44,14.1,0.75,306472.7,5.25
822273.25,14.09,0.75,306140.03,5.25
822131.11,14.09,0.75,305958.38,5.24
822131.11,14.09,0.75,305958.38,5.24
821982.64,14.09,0.75,305931.85,5.24
821834.17,14.09,0.75,305830.24,5.24
821685.7,14.09,0.75,305717.31,5.24
821537.23,14.09,0.75,305702.09,5.24
821537.23,14.09,0.75,305702.09,5.24
821537.23,14.09,0.75,305702.09,5.24
821537.23,14.09,0.75,305702.09,5.24
821842.05,14.1,0.75,305938.5,5.25
821478.76,14.09,0.75,305678.44,5.24
821330.29,14.09,0.75,305663.95,5.24
821181.82,14.09,0.75,305591.5,5.24
821181.82,14.09,0.75,305591.5,5.24
820114.34,14.09,0.75,305373.72,5.25
820163.29,14.1,0.75,304938.05,5.24
820014.82,14.1,0.75,304882.35,5.24
818947.35,14.1,0.75,304664.57,5.24
818798.88,14.1,0.75,304552.71,5.24
818966.39,14.1,0.76,304646.69,5.25
819251.75,14.11,0.76,305063.73,5.25
819300.7,14.11,0.77,304628.05,5.25
819051.81,14.11,0.76,304292.69,5.24
818687.98,14.1,0.76,303929.37,5.24
818539.5,14.1,0.76,303886.71,5.24
818391.03,14.1,0.76,303801.23,5.24
818242.56,14.1,0.76,303688.12,5.23
818094.09,14.1,0.76,303673.08,5.23
818143.04,14.11,0.76,303237.41,5.23
818143.04,14.11,0.76,303237.41,5.23
817894.15,14.1,0.76,302902.04,5.22
816826.67,14.1,0.76,302694.31,5.23
816678.2,14.1,0.76,302621.86,5.23
816727.15,14.11,0.76,302186.19,5.22
816894.67,14.11,0.77,302280.17,5.22
817180.03,14.12,0.77,302587.58,5.23
817031.56,14.12,0.77,302544.92,5.23
816883.09,14.12,0.77,302459.44,5.23
816734.61,14.12,0.77,302432.9,5.23
816586.14,14.12,0.77,302331.29,5.23
816437.67,14.12,0.77,302288.63,5.23
816063.84,14.11,0.77,301985.52,5.22
815915.37,14.11,0.77,301900.03,5.22
815627.67,14.11,0.76,301599.59,5.22
815479.2,14.11,0.76,301472.15,5.22
815330.73,14.11,0.76,301457.11,5.22
815182.25,14.11,0.76,301430.57,5.22
815360.65,14.11,0.77,301609.13,5.22
815212.18,14.11,0.77,301497.27,5.22
815261.13,14.11,0.77,301061.6,5.21
815012.24,14.11,0.77,300726.23,5.21
814724.54,14.11,0.76,300425.79,5.2
814576.07,14.11,0.76,300409.5,5.2
814576.07,14.11,0.76,300409.5,5.2
814427.6,14.11,0.76,300296.4,5.2
814427.6,14.11,0.76,300296.4,5.2
814279.12,14.11,0.76,300281.36,5.2
814130.65,14.11,0.76,300254.82,5.2
813833.78,14.1,0.76,300004.65,5.2
813882.73,14.11,0.76,299568.98,5.19
813633.84,14.1,0.76,299233.62,5.19
813485.37,14.1,0.76,299132.01,5.19
813485.37,14.1,0.76,299132.01,5.19
813336.9,14.1,0.76,299089.35,5.19
813188.43,14.1,0.76,299003.86,5.19
813237.38,14.11,0.76,298568.19,5.18
813483.97,14.11,0.77,298717.7,5.18
813662.37,14.12,0.77,298744.65,5.18
813711.32,14.12,0.78,298308.98,5.18
813462.43,14.12,0.77,297973.61,5.17
813462.43,14.12,0.77,297973.61,5.17
813176.94,14.11,0.77,297698.73,5.17
813176.94,14.11,0.77,297698.73,5.17
813217.18,14.12,0.77,298036.36,5.17
813266.13,14.12,0.78,297600.69,5.17
813015.94,14.12,0.77,297264.03,5.16
812867.47,14.12,0.77,297150.92,5.16
812907.7,14.12,0.78,297321.03,5.16
813086.1,14.12,0.78,297359.97,5.17
813135.05,14.13,0.78,296924.3,5.16
812976.35,14.13,0.78,296833.97,5.16
813222.94,14.13,0.79,296983.48,5.16
813263.17,14.13,0.79,297248.64,5.17
813548.53,14.14,0.8,297320.8,5.17
813548.53,14.14,0.8,297320.8,5.17
813174.7,14.13,0.79,297136.44,5.16
813026.23,14.13,0.79,297180.5,5.17
812729.36,14.13,0.79,296862.58,5.16
812580.89,14.13,0.79,296749.47,5.16
812432.42,14.13,0.79,296734.44,5.16
812432.42,14.13,0.79,296734.44,5.16
812283.95,14.13,0.79,296726.55,5.16
812125.24,14.13,0.78,296540.09,5.16
812125.24,14.13,0.78,296540.09,5.16
811976.77,14.13,0.78,296405.5,5.16
812293.97,14.13,0.79,296113.71,5.15
812145.5,14.13,0.79,296039.66,5.15
812145.5,14.13,0.79,296039.66,5.15
812044.98,14.13,0.79,295954.88,5.15
811896.51,14.13,0.79,295915.12,5.15
811945.46,14.14,0.79,295479.45,5.14
811659.98,14.13,0.79,295204.58,5.14
811411.09,14.13,0.79,294869.21,5.13
811589.48,14.13,0.79,295192.26,5.14
811629.72,14.14,0.79,295324.61,5.14
811481.25,14.14,0.79,295212.75,5.14
811481.25,14.14,0.79,295212.75,5.14
810413.77,14.14,0.79,294994.97,5.15
810202.07,14.13,0.79,294823.3,5.14
810202.07,14.13,0.79,294823.3,5.14
810242.3,14.14,0.79,294992.17,5.15
810093.83,14.14,0.79,294879.06,5.15
809945.36,14.14,0.79,294864.02,5.15
809796.89,14.14,0.79,294870.69,5.15
809648.42,14.14,0.79,294735.87,5.15
809499.95,14.14,0.79,294692.98,5.15
809732.05,14.14,0.8,294984.42,5.15
809583.58,14.14,0.8,294871.31,5.15
809761.98,14.15,0.8,295176.79,5.16
809613.51,14.15,0.8,295064.37,5.16
809898.87,14.15,0.81,295482.94,5.16
809898.87,14.15,0.81,295482.94,5.16
809947.82,14.16,0.81,295047.27,5.16
809573.99,14.15,0.81,294672.97,5.15
809855.1,14.16,0.81,294867.6,5.15
809904.05,14.16,0.82,294431.93,5.15
809653.86,14.16,0.81,294095.27,5.14
809505.39,14.16,0.81,293983.4,5.14
809545.62,14.16,0.82,294152.27,5.15
809397.15,14.16,0.82,294109.61,5.15
809056.57,14.15,0.81,293772.92,5.14
808908.1,14.15,0.81,293687.43,5.14
809201.65,14.16,0.82,293649.68,5.14
809053.18,14.16,0.82,294001.93,5.15
808904.71,14.16,0.82,293959.27,5.15
808756.24,14.16,0.82,293873.78,5.15
808607.76,14.16,0.82,293801.33,5.15
808786.16,14.17,0.82,294066.15,5.15
808637.69,14.16,0.82,293993.7,5.15
808489.22,14.16,0.82,293938.0,5.15
808340.75,14.16,0.82,293911.47,5.15
808380.98,14.17,0.82,293973.21,5.15
808184.11,14.16,0.82,293853.87,5.15
808184.11,14.16,0.82,293853.87,5.15
808035.64,14.16,0.82,293781.42,5.15
807887.17,14.16,0.82,293725.72,5.15
807738.7,14.16,0.82,293653.27,5.15
807590.23,14.16,0.82,293597.58,5.15
807441.76,14.16,0.82,293525.13,5.15
807069.74,14.16,0.82,293152.49,5.14
806921.27,14.16,0.81,293096.79,5.14
807214.82,14.16,0.82,292495.5,5.13
807066.34,14.16,0.82,292382.57,5.13
806939.1,14.16,0.82,292071.47,5.13
806790.63,14.16,0.82,292056.25,5.13
806790.63,14.16,0.82,292056.25,5.13
806642.16,14.16,0.82,292001.32,5.13
806493.69,14.16,0.82,291913.77,5.13
806280.38,14.16,0.82,292959.78,5.15
806131.91,14.16,0.82,292846.67,5.14
805983.44,14.16,0.82,292831.63,5.15
805834.96,14.16,0.82,292788.74,5.15
806013.36,14.17,0.82,293024.0,5.15
805864.89,14.17,0.82,292910.89,5.15
805864.89,14.17,0.82,292910.89,5.15
805905.13,14.17,0.83,293081.09,5.15
805578.25,14.16,0.82,292781.02,5.15
805578.25,14.16,0.82,292781.02,5.15
805578.25,14.16,0.82,292781.02,5.15
805429.78,14.16,0.82,292738.13,5.15
805132.84,14.16,0.82,292609.98,5.15
805173.07,14.17,0.82,292688.08,5.15
805024.6,14.17,0.82,292626.49,5.15
805309.96,14.17,0.83,292585.67,5.15
805161.49,14.17,0.83,292909.99,5.16
805339.89,14.18,0.83,293176.48,5.16
805043.02,14.17,0.83,292885.96,5.16
805083.25,14.18,0.83,292966.07,5.16
805123.49,14.18,0.83,293084.52,5.16
804975.02,14.18,0.83,292972.94,5.16
805015.25,14.18,0.84,293141.52,5.16
805015.25,14.18,0.84,293141.52,5.16
805015.25,14.18,0.84,293141.52,5.16
804421.36,14.18,0.84,292997.64,5.16
804653.47,14.19,0.84,292210.33,5.15
804504.99,14.19,0.84,292137.88,5.15
804356.52,14.19,0.84,292082.19,5.15
804208.05,14.19,0.84,292055.65,5.15
803140.58,14.19,0.84,291837.87,5.16
802992.11,14.19,0.84,291736.26,5.15
802843.64,14.19,0.84,291709.73,5.15
802695.16,14.19,0.84,291608.12,5.15
801627.69,14.19,0.84,291390.34,5.16
801479.22,14.19,0.84,291363.8,5.16
801330.75,14.19,0.84,291262.19,5.16
801370.98,14.19,0.85,291113.25,5.15
801222.51,14.19,0.85,291000.14,5.15
801273.35,14.19,0.85,291782.15,5.17
801114.27,14.19,0.85,291612.76,5.17
800965.8,14.19,0.85,291597.72,5.17
800817.33,14.19,0.85,291555.06,5.17
