ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
89,479,50640,6212,50640
90,487,50640,6212,50640
91,489,51290,6212,51290
92,491,51760,6212,51760
93,499,51760,6212,51760
94,507,52230,6212,52230
95,515,52880,6212,52880
96,517,53350,6212,53350
96,517,53350,6212,53350
96,517,53820,6212,53820
97,525,53820,6212,53820
98,533,53980,6212,53980
99,541,54450,6212,54450
100,543,54920,6212,54920
101,551,55920,6212,55920
102,555,56470,6212,56470
103,559,57280,6212,57280
104,567,57650,6212,57650
105,569,58650,6212,58650
106,571,58970,6212,58970
107,573,59780,6212,59780
107,573,60590,6212,60590
108,575,61400,6212,61400
109,577,62210,6212,62210
110,579,62800,6212,62800
111,581,63270,6212,63270
111,581,63590,6212,63590
112,589,64240,6212,64240
112,589,65240,6212,65240
113,597,65400,6212,65400
114,599,66400,6212,66400
115,603,66720,6212,66720
116,611,66720,6212,66720
117,613,67190,6212,67190
118,621,67560,6212,67560
119,623,68370,6212,68370
120,631,68830,6212,68830
121,633,69380,6212,69380
122,635,69930,6212,69930
123,637,70740,6212,70740
124,639,71390,6212,71390
125,641,71860,6212,71860
126,649,72090,6212,72090
127,651,72900,6212,72900
128,659,73130,6212,73130
129,667,73130,6212,73130
130,675,73130,6212,73130
131,683,73940,6212,73940
132,691,74260,6212,74260
133,693,74730,6212,74730
134,695,75540,6212,75540
134,695,75700,6212,75700
135,703,75700,6212,75700
136,707,76170,6212,76170
137,715,76280,6212,76280
137,715,76930,6212,76930
138,723,76930,6212,76930
139,731,77740,6212,77740
140,733,78740,6212,78740
141,735,79550,6212,79550
142,743,79710,6212,79710
143,751,79710,6212,79710
144,759,79710,6212,79710
145,767,79710,6212,79710
145,767,80710,6212,80710
146,775,81520,6212,81520
147,777,81840,6212,81840
148,785,82650,6212,82650
149,787,82650,6212,82650
149,787,83300,6212,83300
150,795,83460,6212,83460
151,803,83460,6212,83460
152,811,84270,6212,84270
153,819,84740,6212,84740
154,821,85390,6212,85390
154,821,85860,6212,85860
155,829,86330,6212,86330
156,830,86650,6212,86650
157,838,87120,6212,87120
158,840,87770,6212,87770
159,848,88770,6212,88770
159,848,88770,6212,88770
160,850,89580,6212,89580
160,850,89740,6212,89740
161,852,90740,6212,90740
161,852,91060,6212,91060
162,854,91290,6212,91290
163,856,91760,6212,91760
164,864,92760,6212,92760
165,866,93760,6212,93760
165,866,94220,6212,94220
165,866,95030,6212,95030
166,868,95500,6212,95500
167,876,96310,6212,96310
168,884,96630,6212,96630
169,886,97440,6212,97440
170,888,97910,6212,97910
170,888,98230,6212,98230
171,890,98880,6212,98880
172,892,99350,6212,99350
173,893,99510,6212,99510
174,901,99980,6212,99980
175,903,100140,6212,100140
176,911,100950,6212,100950
177,919,100950,6212,100950
177,919,101420,6212,101420
178,921,102230,6212,102230
179,929,103040,6212,103040
180,931,103690,6212,103690
181,939,103690,6212,103690
181,939,104500,6212,104500
182,947,105310,6212,105310
182,947,105780,6212,105780
183,949,106590,6212,106590
184,957,107050,6212,107050
184,957,107860,6212,107860
185,965,108510,6212,108510
186,967,108830,6212,108830
187,969,109300,6212,109300
187,969,110300,6212,110300
188,971,110300,6212,110300
188,971,110520,6212,110520
189,979,110520,6212,110520
189,979,111170,6212,111170
190,981,111630,6212,111630
191,989,112280,6212,112280
192,991,112500,6212,112500
193,993,112820,6212,112820
194,1001,113630,6212,113630
195,1009,114630,6212,114630
196,1017,115280,6212,115280
197,1025,115500,6212,115500
198,1027,115960,6212,115960
199,1035,116550,6212,116550
200,1043,117360,6212,117360
201,1045,118170,6212,118170
202,1053,118490,6212,118490
203,1061,118810,6212,118810
204,1069,119280,6212,119280
205,1077,119740,6212,119740
206,1079,119740,6212,119740
207,1081,120550,6212,120550
208,1083,121550,6212,121550
209,1091,122020,6212,122020
209,1091,122490,6212,122490
210,1099,122810,6212,122810
211,1107,123280,6212,123280
212,1115,123750,6212,123750
213,1123,124300,6212,124300
214,1131,124620,6212,124620
215,1133,125170,6212,125170
215,1133,125980,6212,125980
215,1133,126300,6212,126300
216,1134,126530,6212,126530
217,1142,126530,6212,126530
218,1150,127340,6212,127340
219,1152,127340,6212,127340
220,1160,127340,6212,127340
221,1168,127660,6212,127660
222,1170,128310,6212,128310
223,1172,128770,6212,128770
224,1180,129420,6212,129420
225,1188,130230,6212,130230
226,1190,130700,6212,130700
226,1190,131170,6212,131170
227,1198,131720,6212,131720
227,1198,132040,6212,132040
228,1206,132850,6212,132850
229,1214,133660,6212,133660
229,1214,134010,6212,134010
230,1222,134010,6212,134010
230,1222,134470,6212,134470
231,1230,134940,6212,134940
231,1230,135940,6212,135940
232,1232,136410,6212,136410
233,1234,136730,6212,136730
234,1242,136960,6212,136960
235,1250,137770,6212,137770
235,1250,138230,6212,138230
236,1258,138230,6212,138230
236,1258,138230,6212,138230
237,1260,139230,6212,139230
238,1262,139700,6212,139700
238,1262,140250,6212,140250
239,1264,140250,6212,140250
240,1266,140720,6212,140720
241,1274,141040,6212,141040
242,1276,141270,6212,141270
243,1284,141920,6212,141920
244,1288,142390,6212,142390
245,1296,143200,6212,143200
246,1304,143200,6212,143200
247,1306,144200,6212,144200
248,1308,144520,6212,144520
249,1316,145330,6212,145330
250,1324,146140,6212,146140
251,1326,146510,6212,146510
252,1328,146980,6212,146980
253,1330,147790,6212,147790
254,1338,148260,6212,148260
255,1346,148580,6212,148580
256,1348,149390,6212,149390
256,1348,149860,6212,149860
256,1348,150670,6212,150670
257,1350,151670,6212,151670
258,1358,152670,6212,152670
259,1366,153040,6212,153040
260,1374,153510,6212,153510
261,1382,153740,6212,153740
262,1390,154550,6212,154550
263,1392,155360,6212,155360
263,1392,155360,6212,155360
264,1394,155360,6212,155360
265,1396,155830,6212,155830
266,1404,156300,6212,156300
267,1412,156770,6212,156770
268,1420,157000,6212,157000
269,1422,157810,6212,157810
270,1430,158130,6212,158130
271,1432,158130,6212,158130
272,1440,158350,6212,158350
273,1442,158350,6212,158350
274,1444,158670,6212,158670
275,1452,158890,6212,158890
275,1452,159540,6212,159540
276,1460,160010,6212,160010
276,1460,160330,6212,160330
277,1462,160700,6212,160700
277,1462,160700,6212,160700
278,1470,160700,6212,160700
279,1472,161020,6212,161020
280,1474,161830,6212,161830
281,1482,162150,6212,162150
282,1490,162470,6212,162470
282,1490,163280,6212,163280
282,1490,164090,6212,164090
282,1490,164900,6212,164900
283,1498,165120,6212,165120
283,1498,165120,6212,165120
284,1506,165590,6212,165590
284,1506,165590,6212,165590
285,1514,166240,6212,166240
286,1522,166710,6212,166710
287,1524,167520,6212,167520
287,1524,167840,6212,167840
288,1526,168490,6212,168490
289,1534,168490,6212,168490
290,1536,168490,6212,168490
290,1536,169300,6212,169300
290,1536,169620,6212,169620
290,1536,170270,6212,170270
291,1544,170590,6212,170590
292,1552,171400,6212,171400
293,1560,172050,6212,172050
294,1561,172860,6212,172860
295,1563,173090,6212,173090
296,1571,174090,6212,174090
297,1579,174410,6212,174410
297,1579,175220,6212,175220
297,1579,176030,6212,176030
298,1587,176030,6212,176030
299,1589,176490,6212,176490
300,1591,176960,6212,176960
301,1599,177430,6212,177430
301,1599,177430,6212,177430
302,1607,178240,6212,178240
303,1609,179050,6212,179050
304,1613,179860,6212,179860
305,1617,180670,6212,180670
306,1625,181140,6212,181140
306,1625,181620,6212,181620
307,1633,181850,6212,181850
308,1641,182660,6212,182660
309,1643,183660,6212,183660
310,1645,183660,6212,183660
310,1645,183980,6212,183980
311,1647,183980,6212,183980
312,1649,184630,6212,184630
312,1649,184950,6212,184950
312,1649,185760,6212,185760
313,1651,186230,6212,186230
313,1651,186230,6212,186230
314,1659,186880,6212,186880
315,1667,187690,6212,187690
316,1675,188160,6212,188160
317,1683,188620,6212,188620
318,1691,188780,6212,188780
319,1693,189780,6212,189780
319,1693,190330,6212,190330
319,1693,190650,6212,190650
320,1701,191460,6212,191460
321,1709,191830,6212,191830
321,1709,192640,6212,192640
322,1711,193110,6212,193110
322,1711,193920,6212,193920
323,1719,194730,6212,194730
323,1719,195200,6212,195200
323,1719,195670,6212,195670
324,1721,195670,6212,195670
325,1723,195990,6212,195990
326,1731,196450,6212,196450
327,1733,197260,6212,197260
328,1735,197910,6212,197910
328,1735,198560,6212,198560
329,1743,199370,6212,199370
329,1743,199370,6212,199370
329,1743,199370,6212,199370
329,1743,199830,6212,199830
330,1745,200640,6212,200640
331,1747,200640,6212,200640
332,1755,201450,6212,201450
332,1755,201920,6212,201920
332,1755,202390,6212,202390
333,1757,202610,6212,202610
334,1759,203420,6212,203420
335,1767,204070,6212,204070
335,1767,204540,6212,204540
335,1767,204540,6212,204540
336,1769,205350,6212,205350
337,1777,206160,6212,206160
338,1785,206160,6212,206160
339,1793,207160,6212,207160
340,1795,207620,6212,207620
341,1797,208090,6212,208090
342,1805,208250,6212,208250
343,1807,208710,6212,208710
343,1807,209260,6212,209260
344,1815,209730,6212,209730
345,1823,210730,6212,210730
346,1825,211540,6212,211540
347,1833,211860,6212,211860
347,1833,212180,6212,212180
348,1841,212830,6212,212830
349,1843,213200,6212,213200
350,1845,214010,6212,214010
350,1845,214600,6212,214600
351,1853,214600,6212,214600
352,1861,215070,6212,215070
352,1861,215880,6212,215880
353,1869,216690,6212,216690
354,1877,217500,6212,217500
355,1885,217500,6212,217500
356,1893,218310,6212,218310
356,1893,218780,6212,218780
357,1895,218780,6212,218780
358,1903,219010,6212,219010
359,1904,219820,6212,219820
360,1912,220140,6212,220140
360,1912,220950,6212,220950
360,1912,221760,6212,221760
361,1920,222130,6212,222130
362,1922,222780,6212,222780
363,1930,223330,6212,223330
364,1938,223800,6212,223800
364,1938,224610,6212,224610
364,1938,225420,6212,225420
365,1942,225890,6212,225890
366,1950,226540,6212,226540
367,1952,227540,6212,227540
368,1960,228540,6212,228540
368,1960,228860,6212,228860
369,1968,229670,6212,229670
370,1970,229670,6212,229670
370,1970,230480,6212,230480
370,1970,230950,6212,230950
371,1972,230950,6212,230950
372,1976,231180,6212,231180
373,1984,231990,6212,231990
374,1992,232800,6212,232800
375,2000,233280,6212,233280
376,2008,241280,6212,241280
377,2010,241600,6212,241600
378,2012,241760,6212,241760
379,2014,242080,6212,242080
380,2016,242890,6212,242890
381,2024,243360,6212,243360
382,2032,243680,6212,243680
383,2040,243680,6212,243680
384,2042,244490,6212,244490
385,2046,244490,6212,244490
385,2046,244950,6212,244950
385,2046,245600,6212,245600
386,2048,246410,6212,246410
387,2056,246410,6212,246410
388,2064,247220,6212,247220
389,2072,247680,6212,247680
390,2080,247680,6212,247680
390,2080,248680,6212,248680
390,2080,249000,6212,249000
391,2082,249810,6212,249810
392,2084,250360,6212,250360
393,2092,250830,6212,250830
393,2092,250830,6212,250830
394,2100,251300,6212,251300
394,2100,251300,6212,251300
395,2108,252300,6212,252300
396,2110,253110,6212,253110
396,2110,253920,6212,253920
397,2118,254730,6212,254730
398,2126,255280,6212,255280
398,2126,256090,6212,256090
398,2126,256900,6212,256900
399,2128,257220,6212,257220
400,2136,257680,6212,257680
401,2140,258680,6212,258680
401,2140,259680,6212,259680
402,2148,260330,6212,260330
402,2148,261140,6212,261140
403,2150,261140,6212,261140
404,2152,262140,6212,262140
404,2152,262610,6212,262610
404,2152,263200,6212,263200
404,2152,264200,6212,264200
405,2154,265010,6212,265010
406,2158,265480,6212,265480
407,2166,265480,6212,265480
407,2166,265800,6212,265800
408,2174,266170,6212,266170
408,2174,266640,6212,266640
409,2182,266640,6212,266640
410,2186,267110,6212,267110
411,2188,267110,6212,267110
411,2188,267570,6212,267570
412,2196,267800,6212,267800
412,2196,268610,6212,268610
413,2197,268930,6212,268930
413,2197,269930,6212,269930
413,2197,270740,6212,270740
414,2199,271550,6212,271550
415,2201,271550,6212,271550
416,2209,271550,6212,271550
416,2209,272020,6212,272020
417,2217,273020,6212,273020
418,2219,273830,6212,273830
419,2221,274640,6212,274640
420,2223,275450,6212,275450
421,2225,275770,6212,275770
421,2225,276090,6212,276090
421,2225,277090,6212,277090
422,2233,277250,6212,277250
423,2235,277720,6212,277720
424,2243,277720,6212,277720
425,2251,278310,6212,278310
426,2253,279120,6212,279120
426,2253,279440,6212,279440
427,2255,279910,6212,279910
427,2255,280500,6212,280500
428,2263,281310,6212,281310
429,2271,281470,6212,281470
430,2279,282280,6212,282280
431,2287,282600,6212,282600
432,2295,283410,6212,283410
432,2295,284220,6212,284220
433,2297,284540,6212,284540
434,2305,285350,6212,285350
435,2313,286000,6212,286000
435,2313,286470,6212,286470
436,2321,286470,6212,286470
436,2321,287470,6212,287470
437,2323,288470,6212,288470
438,2325,289280,6212,289280
438,2325,290090,6212,290090
438,2325,290740,6212,290740
439,2327,290740,6212,290740
440,2329,291220,6212,291220
441,2337,291380,6212,291380
442,2339,291700,6212,291700
442,2339,292510,6212,292510
442,2339,292830,6212,292830
443,2341,293640,6212,293640
444,2349,294290,6212,294290
445,2357,294940,6212,294940
445,2357,295750,6212,295750
446,2359,296220,6212,296220
447,2367,296540,6212,296540
447,2367,296650,6212,296650
448,2369,297120,6212,297120
448,2369,297120,6212,297120
448,2369,297590,6212,297590
449,2371,297590,6212,297590
450,2373,297590,6212,297590
451,2381,298240,6212,298240
452,2389,299050,6212,299050
452,2389,299640,6212,299640
453,2397,299640,6212,299640
454,2405,300450,6212,300450
455,2413,301040,6212,301040
456,2415,302040,6212,302040
456,2415,302510,6212,302510
457,2417,302730,6212,302730
458,2425,303540,6212,303540
458,2425,304010,6212,304010
459,2427,304010,6212,304010
460,2429,305010,6212,305010
460,2429,305820,6212,305820
461,2431,306290,6212,306290
461,2431,306940,6212,306940
461,2431,307490,6212,307490
461,2431,308300,6212,308300
462,2439,308950,6212,308950
462,2439,309420,6212,309420
463,2441,310230,6212,310230
464,2449,310550,6212,310550
464,2449,311360,6212,311360
465,2457,311950,6212,311950
465,2457,311950,6212,311950
466,2465,312420,6212,312420
467,2473,312890,6212,312890
467,2473,312940,6212,312940
468,2475,312940,6212,312940
469,2483,313260,6212,313260
470,2484,313730,6212,313730
471,2492,314050,6212,314050
471,2492,315050,6212,315050
471,2492,316050,6212,316050
472,2500,316860,6212,316860
473,2502,316860,6212,316860
473,2502,316860,6212,316860
474,2510,317670,6212,317670
475,2512,317670,6212,317670
476,2520,317670,6212,317670
477,2528,318480,6212,318480
477,2528,319030,6212,319030
478,2536,319840,6212,319840
478,2536,320160,6212,320160
478,2536,320480,6212,320480
478,2536,320950,6212,320950
479,2544,321410,6212,321410
479,2544,322220,6212,322220
479,2544,322870,6212,322870
480,2546,323340,6212,323340
481,2548,324150,6212,324150
482,2550,324470,6212,324470
482,2550,324470,6212,324470
483,2552,324940,6212,324940
484,2560,325750,6212,325750
485,2562,326070,6212,326070
486,2570,326620,6212,326620
486,2570,326620,6212,326620
486,2570,327430,6212,327430
487,2572,328240,6212,328240
488,2580,329050,6212,329050
489,2582,329050,6212,329050
489,2582,329700,6212,329700
489,2582,329700,6212,329700
489,2582,330700,6212,330700
490,2584,330700,6212,330700
491,2586,330920,6212,330920
492,2588,331390,6212,331390
492,2588,331390,6212,331390
493,2596,331390,6212,331390
493,2596,332200,6212,332200
494,2598,333010,6212,333010
495,2606,333820,6212,333820
495,2606,334630,6212,334630
496,2608,335440,6212,335440
497,2610,335910,6212,335910
498,2618,336380,6212,336380
498,2618,336850,6212,336850
499,2626,337660,6212,337660
500,2634,338130,6212,338130
500,2634,338130,6212,338130
501,2642,338130,6212,338130
501,2642,338940,6212,338940
502,2646,339750,6212,339750
503,2654,340220,6212,340220
503,2654,341030,6212,341030
504,2656,341840,6212,341840
505,2664,341840,6212,341840
506,2672,342110,6212,342110
506,2672,342920,6212,342920
506,2672,343730,6212,343730
507,2680,344200,6212,344200
508,2682,344670,6212,344670
508,2682,345140,6212,345140
508,2682,345790,6212,345790
509,2690,346260,6212,346260
510,2698,346630,6212,346630
511,2706,347280,6212,347280
511,2706,347750,6212,347750
512,2714,348560,6212,348560
513,2722,349210,6212,349210
513,2722,350210,6212,350210
513,2722,350680,6212,350680
514,2730,351270,6212,351270
514,2730,351920,6212,351920
515,2732,352380,6212,352380
516,2740,353190,6212,353190
516,2740,353190,6212,353190
517,2744,353650,6212,353650
517,2744,354460,6212,354460
518,2752,354930,6212,354930
518,2752,355250,6212,355250
519,2760,356250,6212,356250
520,2762,356470,6212,356470
521,2764,356940,6212,356940
522,2772,357530,6212,357530
522,2772,357530,6212,357530
523,2780,358010,6212,358010
524,2782,359010,6212,359010
525,2790,359480,6212,359480
526,2798,359480,6212,359480
526,2798,360030,6212,360030
527,2800,360030,6212,360030
527,2800,361030,6212,361030
527,2800,361030,6212,361030
527,2800,361500,6212,361500
527,2800,362310,6212,362310
528,2808,362900,6212,362900
529,2810,363550,6212,363550
529,2810,363780,6212,363780
529,2810,364780,6212,364780
529,2810,364780,6212,364780
529,2810,365250,6212,365250
530,2818,365720,6212,365720
530,2818,365940,6212,365940
531,2826,366490,6212,366490
532,2834,374490,6212,374490
532,2834,375080,6212,375080
532,2834,376080,6212,376080
533,2842,376310,6212,376310
533,2842,377120,6212,377120
534,2844,377120,6212,377120
535,2852,377120,6212,377120
535,2852,377440,6212,377440
535,2852,378250,6212,378250
535,2852,378900,6212,378900
536,2860,379220,6212,379220
536,2860,380030,6212,380030
537,2862,380350,6212,380350
538,2870,381160,6212,381160
538,2870,382160,6212,382160
538,2870,382480,6212,382480
538,2870,382940,6212,382940
539,2871,383750,6212,383750
540,2879,384070,6212,384070
541,2887,384540,6212,384540
542,2895,384700,6212,384700
543,2897,385290,6212,385290
544,2905,386100,6212,386100
544,2905,387100,6212,387100
545,2907,387100,6212,387100
546,2909,388100,6212,388100
547,2911,388910,6212,388910
548,2913,389560,6212,389560
548,2913,389780,6212,389780
549,2921,390430,6212,390430
549,2921,391080,6212,391080
550,2923,391550,6212,391550
550,2923,392360,6212,392360
550,2923,393010,6212,393010
551,2927,393330,6212,393330
551,2927,393650,6212,393650
552,2929,394460,6212,394460
553,2937,394930,6212,394930
554,2939,395740,6212,395740
555,2947,396550,6212,396550
555,2947,397200,6212,397200
556,2955,398010,6212,398010
557,2963,398820,6212,398820
558,2971,399630,6212,399630
559,2973,399630,6212,399630
560,2981,399950,6212,399950
561,2983,400760,6212,400760
562,2985,401230,6212,401230
562,2985,402040,6212,402040
562,2985,402360,6212,402360
562,2985,403010,6212,403010
563,2993,403330,6212,403330
564,3001,403800,6212,403800
564,3001,404800,6212,404800
565,3009,405260,6212,405260
566,3017,406260,6212,406260
567,3025,406260,6212,406260
568,3027,407070,6212,407070
569,3035,407720,6212,407720
570,3037,408720,6212,408720
570,3037,409190,6212,409190
571,3039,410000,6212,410000
572,3043,410810,6212,410810
573,3044,411620,6212,411620
574,3052,412090,6212,412090
575,3060,412900,6212,412900
575,3060,412900,6212,412900
575,3060,412900,6212,412900
575,3060,413220,6212,413220
576,3062,413690,6212,413690
577,3064,414500,6212,414500
578,3066,415500,6212,415500
578,3066,416310,6212,416310
578,3066,416310,6212,416310
579,3074,417120,6212,417120
579,3074,417120,6212,417120
580,3076,417590,6212,417590
580,3076,417590,6212,417590
581,3084,418400,6212,418400
582,3086,419210,6212,419210
583,3094,419580,6212,419580
584,3096,420390,6212,420390
585,3098,421040,6212,421040
585,3098,421510,6212,421510
586,3106,421980,6212,421980
587,3108,422450,6212,422450
588,3110,422930,6212,422930
588,3110,423740,6212,423740
588,3110,424390,6212,424390
589,3118,424620,6212,424620
590,3122,425090,6212,425090
591,3130,425560,6212,425560
591,3130,426030,6212,426030
592,3138,426840,6212,426840
592,3138,427310,6212,427310
592,3138,427310,6212,427310
592,3138,428310,6212,428310
593,3140,428780,6212,428780
593,3140,429430,6212,429430
594,3142,430240,6212,430240
595,3146,430700,6212,430700
595,3146,431020,6212,431020
596,3154,431830,6212,431830
596,3154,431830,6212,431830
596,3154,432150,6212,432150
597,3155,432470,6212,432470
598,3163,432950,6212,432950
598,3163,433270,6212,433270
598,3163,434080,6212,434080
599,3165,434890,6212,434890
600,3167,435540,6212,435540
600,3167,435860,6212,435860
600,3167,436860,6212,436860
601,3175,436860,6212,436860
601,3175,437670,6212,437670
602,3177,438220,6212,438220
603,3185,438690,6212,438690
603,3185,439500,6212,439500
604,3187,439820,6212,439820
605,3195,440140,6212,440140
605,3195,440300,6212,440300
606,3197,440760,6212,440760
606,3197,440920,6212,440920
607,3205,441570,6212,441570
608,3213,442040,6212,442040
609,3221,442040,6212,442040
610,3229,442510,6212,442510
610,3229,442970,6212,442970
610,3229,443780,6212,443780
611,3237,444780,6212,444780
611,3237,445590,6212,445590
611,3237,445590,6212,445590
612,3245,445590,6212,445590
613,3249,446400,6212,446400
614,3251,446630,6212,446630
615,3259,446740,6212,446740
616,3267,447390,6212,447390
617,3275,447860,6212,447860
617,3275,448670,6212,448670
618,3283,449670,6212,449670
618,3283,450140,6212,450140
618,3283,451140,6212,451140
619,3285,452140,6212,452140
620,3293,452950,6212,452950
620,3293,453760,6212,453760
621,3301,454080,6212,454080
621,3301,454890,6212,454890
621,3301,455700,6212,455700
622,3305,456700,6212,456700
622,3305,457170,6212,457170
622,3305,457170,6212,457170
622,3305,457170,6212,457170
623,3307,457170,6212,457170
623,3307,457760,6212,457760
624,3309,458570,6212,458570
624,3309,459040,6212,459040
625,3311,460040,6212,460040
626,3313,460850,6212,460850
627,3321,461660,6212,461660
628,3323,462310,6212,462310
629,3325,462310,6212,462310
630,3327,462540,6212,462540
631,3329,463190,6212,463190
632,3331,464190,6212,464190
633,3339,465000,6212,465000
633,3339,465810,6212,465810
634,3347,466810,6212,466810
634,3347,467280,6212,467280
634,3347,468090,6212,468090
635,3355,469090,6212,469090
635,3355,469090,6212,469090
635,3355,469090,6212,469090
635,3355,469740,6212,469740
636,3357,470210,6212,470210
637,3359,470680,6212,470680
637,3359,471490,6212,471490
638,3361,471810,6212,471810
639,3363,471810,6212,471810
639,3363,472130,6212,472130
639,3363,473130,6212,473130
639,3363,473450,6212,473450
640,3365,474260,6212,474260
640,3365,474730,6212,474730
641,3373,475730,6212,475730
641,3373,476540,6212,476540
642,3375,477010,6212,477010
642,3375,477820,6212,477820
643,3379,478630,6212,478630
643,3379,479100,6212,479100
643,3379,479910,6212,479910
644,3381,480140,6212,480140
645,3389,480950,6212,480950
645,3389,481760,6212,481760
645,3389,482230,6212,482230
645,3389,482460,6212,482460
645,3389,482930,6212,482930
645,3389,483400,6212,483400
646,3391,483990,6212,483990
647,3399,484220,6212,484220
648,3407,484690,6212,484690
649,3409,485500,6212,485500
650,3417,485730,6212,485730
650,3417,486730,6212,486730
650,3417,487540,6212,487540
650,3417,488010,6212,488010
651,3419,488490,6212,488490
652,3421,488490,6212,488490
653,3429,489140,6212,489140
654,3431,489950,6212,489950
655,3433,490760,6212,490760
656,3435,491230,6212,491230
656,3435,492230,6212,492230
656,3435,493040,6212,493040
657,3443,493040,6212,493040
658,3445,493590,6212,493590
659,3453,494400,6212,494400
660,3461,495210,6212,495210
660,3461,496020,6212,496020
660,3461,496830,6212,496830
661,3469,497640,6212,497640
661,3469,498290,6212,498290
662,3471,498880,6212,498880
663,3473,498880,6212,498880
663,3473,499350,6212,499350
664,3481,499350,6212,499350
665,3483,500160,6212,500160
666,3487,500480,6212,500480
667,3489,501290,6212,501290
667,3489,501610,6212,501610
668,3491,502200,6212,502200
669,3499,502520,6212,502520
669,3499,503520,6212,503520
669,3499,504330,6212,504330
669,3499,504330,6212,504330
670,3507,504560,6212,504560
670,3507,505030,6212,505030
671,3515,505580,6212,505580
672,3523,506230,6212,506230
672,3523,507040,6212,507040
672,3523,507360,6212,507360
673,3525,508010,6212,508010
674,3526,508820,6212,508820
674,3526,509630,6212,509630
674,3526,510440,6212,510440
674,3526,510440,6212,510440
674,3526,510440,6212,510440
675,3528,510660,6212,510660
