ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b910-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b910-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b910-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b910-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b910-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-bellman_ratio
874406.43,14.15,0.58,219939.9,3.56
874116.57,14.14,0.58,219429.36,3.55
875365.42,14.16,0.6,221238.12,3.58
875923.95,14.17,0.61,221354.04,3.58
875634.1,14.17,0.61,220843.5,3.57
876347.01,14.18,0.62,221139.4,3.58
876748.44,14.19,0.63,221194.69,3.58
877461.35,14.2,0.64,221490.6,3.59
877527.12,14.21,0.64,221310.07,3.58
877578.65,14.21,0.64,221423.92,3.59
877630.18,14.21,0.65,221481.52,3.59
877681.71,14.22,0.65,221445.36,3.59
878068.94,14.22,0.66,221515.45,3.59
879797.62,14.25,0.68,222580.82,3.61
879849.15,14.25,0.69,222694.68,3.61
880407.68,14.26,0.7,222810.59,3.61
881120.59,14.28,0.71,223106.5,3.61
880864.64,14.27,0.71,222850.55,3.61
881423.17,14.28,0.72,222966.47,3.61
881133.31,14.28,0.71,222455.92,3.61
880843.45,14.28,0.71,221945.38,3.6
881556.36,14.29,0.72,222241.29,3.6
882269.27,14.3,0.74,222537.19,3.61
882982.18,14.32,0.75,222833.1,3.61
883033.71,14.32,0.75,222890.7,3.61
883746.62,14.33,0.76,223186.6,3.62
883912.52,14.33,0.77,223129.43,3.62
883899.49,14.34,0.77,223007.48,3.62
884612.4,14.35,0.78,223303.39,3.62
884772.72,14.35,0.79,223873.54,3.63
888230.06,14.41,0.84,227053.9,3.68
887994.08,14.4,0.84,226806.21,3.68
888706.99,14.42,0.85,227102.11,3.68
889108.43,14.43,0.86,227157.4,3.69
889334.19,14.43,0.86,227136.87,3.69
890390.21,14.45,0.88,227924.97,3.7
891103.12,14.46,0.89,228220.87,3.7
890945.92,14.46,0.89,228082.87,3.7
890747.39,14.45,0.89,227910.42,3.7
891460.3,14.47,0.9,228206.33,3.7
891847.53,14.47,0.91,228276.42,3.7
891899.06,14.48,0.91,228390.27,3.71
891950.59,14.48,0.91,228447.86,3.71
891686.36,14.48,0.91,227937.33,3.7
892128.79,14.49,0.92,227757.11,3.7
892238.7,14.49,0.92,227772.57,3.7
891765.03,14.48,0.92,227352.71,3.69
892821.05,14.5,0.93,228140.81,3.71
892986.95,14.5,0.94,228083.63,3.7
893212.71,14.51,0.94,228063.1,3.7
892948.48,14.51,0.94,227552.57,3.7
892716.92,14.5,0.94,227430.63,3.69
892452.68,14.5,0.93,226920.1,3.69
895910.03,14.56,0.99,230100.47,3.74
896622.94,14.57,1.0,230396.37,3.74
897678.95,14.59,1.02,231184.47,3.76
898391.86,14.6,1.03,231480.38,3.76
899447.87,14.62,1.05,232268.48,3.77
899763.64,14.62,1.06,232337.95,3.78
900819.65,14.64,1.07,233126.04,3.79
900871.18,14.64,1.08,233379.27,3.79
900606.95,14.64,1.07,232868.74,3.79
904064.29,14.7,1.13,236049.11,3.84
905120.31,14.71,1.15,236837.21,3.85
905521.74,14.72,1.15,236892.49,3.85
905573.27,14.72,1.16,237006.34,3.85
906110.51,14.73,1.17,237226.43,3.86
906162.04,14.74,1.17,237284.03,3.86
905897.81,14.73,1.17,236773.5,3.85
906456.34,14.74,1.18,236889.42,3.85
907169.24,14.76,1.19,237185.32,3.86
906879.39,14.75,1.19,236674.78,3.85
907353.31,14.76,1.2,236654.61,3.85
907215.98,14.76,1.2,236121.88,3.84
906951.74,14.76,1.19,235611.35,3.83
907664.65,14.77,1.21,235907.26,3.84
908223.18,14.78,1.22,236023.18,3.84
908538.95,14.79,1.22,236092.65,3.84
908249.09,14.79,1.22,235582.11,3.84
908111.75,14.79,1.22,235049.38,3.83
908578.15,14.79,1.23,235352.2,3.83
909634.16,14.81,1.25,236140.3,3.85
909685.69,14.81,1.25,236254.15,3.85
910741.7,14.83,1.27,237042.25,3.86
910967.47,14.84,1.27,237021.72,3.86
912023.48,14.85,1.29,237809.82,3.87
912075.01,14.86,1.29,237867.42,3.87
915532.36,14.91,1.35,241047.78,3.93
915933.8,14.92,1.35,241103.07,3.93
916249.56,14.93,1.36,241172.54,3.93
916112.23,14.93,1.36,240639.82,3.92
916670.76,14.94,1.37,240755.74,3.92
916380.9,14.93,1.37,240245.2,3.92
916243.56,14.93,1.37,239712.47,3.91
916243.56,14.93,1.37,239712.47,3.91
916630.8,14.94,1.37,239782.56,3.91
916493.46,14.94,1.37,239249.84,3.9
916544.99,14.94,1.38,239363.69,3.9
917103.52,14.95,1.39,239479.61,3.9
917263.84,14.96,1.39,239505.36,3.91
916973.98,14.96,1.39,238994.82,3.9
917447.91,14.96,1.4,238974.64,3.9
917447.91,14.96,1.4,238974.64,3.9
917530.57,14.97,1.4,238661.92,3.89
918586.58,14.98,1.42,239450.02,3.91
918638.11,14.99,1.42,239563.87,3.91
919351.02,15.0,1.43,239859.77,3.91
919351.02,15.0,1.43,239587.5,3.91
919817.42,15.01,1.44,239890.32,3.91
919868.95,15.01,1.44,239947.92,3.92
919632.97,15.01,1.44,239872.59,3.91
920345.88,15.02,1.45,240168.49,3.92
920081.64,15.02,1.45,239657.97,3.91
920133.17,15.02,1.46,239771.82,3.91
920088.94,15.02,1.46,239481.29,3.91
920801.85,15.03,1.47,239777.19,3.92
920962.16,15.04,1.47,239802.94,3.92
920824.83,15.04,1.47,239270.22,3.91
921537.74,15.05,1.48,239566.13,3.91
921399.39,15.05,1.48,239587.96,3.91
921262.05,15.05,1.48,239055.24,3.91
921427.95,15.05,1.49,238639.77,3.9
921479.48,15.06,1.49,238753.62,3.9
921322.29,15.05,1.49,238601.05,3.9
921548.06,15.06,1.49,238580.52,3.9
922269.22,15.07,1.51,241171.59,3.94
922320.75,15.07,1.51,241229.19,3.94
925778.09,15.13,1.56,244409.56,3.99
925778.09,15.13,1.56,244137.28,3.99
926503.17,15.14,1.58,245047.69,4.01
927890.33,15.17,1.6,245141.02,4.01
927752.99,15.17,1.6,244608.29,4.0
928809.0,15.18,1.62,245396.39,4.01
930057.86,15.2,1.64,247205.16,4.04
930459.29,15.21,1.65,247260.44,4.04
930459.29,15.21,1.65,248071.36,4.06
930666.53,15.22,1.65,247961.45,4.05
930718.06,15.22,1.65,248075.3,4.06
930769.59,15.22,1.66,248132.89,4.06
930821.12,15.23,1.66,248246.75,4.06
930886.89,15.23,1.66,248066.22,4.06
932132.02,15.25,1.68,248441.36,4.06
932214.68,15.25,1.69,248128.64,4.06
932375.0,15.26,1.69,248154.39,4.06
932848.92,15.26,1.7,248134.21,4.06
933561.83,15.28,1.71,248430.12,4.07
933975.06,15.29,1.72,249370.98,4.08
933975.06,15.29,1.72,249098.7,4.08
937432.4,15.34,1.78,252279.07,4.13
937415.65,15.34,1.78,252420.44,4.13
938128.56,15.36,1.79,252716.35,4.14
938180.09,15.36,1.79,252680.19,4.14
938905.17,15.37,1.8,253590.59,4.15
939587.11,15.38,1.82,255395.99,4.18
940300.02,15.39,1.83,255691.9,4.19
940090.8,15.39,1.83,255452.69,4.18
940316.56,15.4,1.83,255432.16,4.18
940316.56,15.4,1.83,256243.08,4.2
940272.33,15.4,1.83,255952.55,4.19
940737.07,15.41,1.84,256248.1,4.2
941982.21,15.43,1.86,256623.24,4.2
942033.74,15.43,1.86,256737.1,4.21
942746.65,15.44,1.88,257033.0,4.21
943305.18,15.45,1.89,257148.92,4.21
943015.32,15.45,1.88,256638.38,4.2
944350.59,15.47,1.91,256657.57,4.21
947807.94,15.53,1.96,259837.94,4.26
947859.47,15.53,1.97,259895.54,4.26
947722.13,15.53,1.97,259362.82,4.25
947773.66,15.54,1.97,259476.67,4.25
947933.98,15.54,1.97,259502.42,4.25
947985.51,15.54,1.98,259616.27,4.26
948544.04,15.55,1.99,259732.19,4.26
948254.18,15.55,1.98,259221.65,4.25
948018.2,15.55,1.98,259146.32,4.25
948069.73,15.55,1.99,259203.92,4.25
948782.64,15.56,2.0,259499.82,4.26
949015.44,15.57,2.0,258914.07,4.25
948885.7,15.57,2.0,258942.79,4.25
948621.47,15.57,2.0,258432.26,4.24
949022.9,15.58,2.01,258487.55,4.24
948758.67,15.57,2.01,257977.02,4.23
949147.56,15.58,2.01,258048.17,4.24
949560.78,15.59,2.02,258989.03,4.25
949786.55,15.59,2.03,258968.5,4.25
950187.98,15.6,2.03,259023.79,4.25
950413.75,15.61,2.04,259003.26,4.25
950583.14,15.61,2.04,258913.74,4.25
950898.91,15.61,2.05,258983.21,4.25
950950.44,15.62,2.05,259097.06,4.26
951001.97,15.62,2.05,259154.66,4.26
951001.97,15.62,2.05,258882.38,4.25
951065.78,15.62,2.06,258533.38,4.25
951778.69,15.64,2.07,258829.29,4.25
952491.6,15.65,2.08,259125.19,4.26
953050.13,15.66,2.09,259241.11,4.26
952713.55,15.66,2.09,259000.2,4.26
952946.35,15.66,2.1,258414.44,4.25
953262.12,15.67,2.1,258483.91,4.25
952972.26,15.66,2.1,257973.37,4.24
953685.17,15.68,2.11,258269.28,4.25
953555.43,15.68,2.11,258298.0,4.25
953871.2,15.68,2.12,258367.47,4.25
954037.1,15.69,2.12,257952.0,4.24
954088.63,15.69,2.12,258065.85,4.24
954140.16,15.69,2.13,258123.44,4.25
953875.92,15.69,2.12,257612.91,4.24
954597.08,15.7,2.14,260203.98,4.28
954648.61,15.71,2.14,259854.81,4.28
954491.42,15.7,2.14,259716.8,4.27
954708.57,15.71,2.14,259671.36,4.27
955764.58,15.73,2.16,260459.46,4.29
957151.73,15.75,2.18,260552.78,4.29
957553.17,15.76,2.19,260608.07,4.29
958609.18,15.78,2.21,261396.17,4.3
958908.24,15.78,2.22,261378.08,4.3
958959.77,15.79,2.22,261491.93,4.3
959120.08,15.79,2.22,261517.68,4.31
959832.99,15.8,2.24,261813.58,4.31
960545.9,15.82,2.25,262109.49,4.32
960408.56,15.82,2.25,261576.77,4.31
960882.49,15.82,2.26,261556.59,4.31
961497.24,15.83,2.27,262002.14,4.31
961359.9,15.83,2.27,261469.42,4.31
964817.25,15.89,2.33,264649.79,4.36
964581.27,15.89,2.32,264574.44,4.36
964632.8,15.89,2.33,264688.29,4.36
964793.12,15.9,2.33,264714.05,4.36
964785.67,15.9,2.33,264865.06,4.36
964521.43,15.89,2.33,264354.53,4.36
964257.2,15.89,2.33,263844.0,4.35
964794.11,15.9,2.33,263681.92,4.35
964798.85,15.9,2.34,263687.59,4.35
964850.38,15.91,2.34,263338.42,4.34
964901.91,15.91,2.34,263118.32,4.34
964953.44,15.91,2.35,262769.15,4.33
964520.47,15.91,2.34,262370.93,4.33
964572.0,15.91,2.34,262150.84,4.32
965014.43,15.92,2.35,261970.61,4.32
965572.96,15.93,2.36,262086.53,4.32
965415.76,15.93,2.36,261933.97,4.32
968873.11,15.98,2.42,265114.33,4.37
968583.26,15.98,2.41,264603.79,4.37
969639.27,16.0,2.43,265391.89,4.38
969632.42,16.0,2.43,265715.47,4.38
969475.23,16.0,2.43,265558.28,4.38
969526.76,16.0,2.43,265619.72,4.38
969526.76,16.0,2.43,266430.63,4.4
970239.67,16.01,2.45,266726.53,4.4
970586.24,16.02,2.45,267108.81,4.41
974010.19,16.08,2.51,269444.86,4.45
974345.72,16.08,2.52,269394.99,4.45
974904.25,16.09,2.53,269510.91,4.45
974433.92,16.09,2.52,268964.24,4.44
974620.38,16.09,2.53,268872.8,4.44
975021.82,16.1,2.53,268928.09,4.44
975247.58,16.11,2.54,268907.56,4.44
974957.73,16.1,2.54,268397.01,4.43
975040.39,16.11,2.54,268084.29,4.43
975002.03,16.11,2.54,267701.9,4.42
975560.56,16.12,2.55,267817.82,4.42
976273.46,16.13,2.56,268113.73,4.43
976674.9,16.14,2.57,268169.02,4.43
976385.04,16.14,2.57,267658.47,4.42
976120.81,16.13,2.57,267147.94,4.42
976082.45,16.14,2.57,266765.55,4.41
976133.98,16.14,2.57,266416.38,4.4
976119.05,16.14,2.57,266502.86,4.41
976349.91,16.14,2.58,266423.48,4.41
976216.2,16.14,2.58,266337.42,4.4
976617.63,16.15,2.58,266392.7,4.41
976660.45,16.15,2.59,266120.12,4.4
977061.88,16.16,2.59,266175.41,4.4
978790.56,16.19,2.62,267240.78,4.42
978582.02,16.19,2.62,267000.43,4.42
978543.66,16.19,2.62,266618.04,4.41
978595.19,16.19,2.63,266731.89,4.41
978646.72,16.19,2.63,266789.49,4.41
978698.25,16.2,2.63,266440.31,4.41
978463.85,16.19,2.63,266232.79,4.41
978860.99,16.2,2.64,266367.34,4.41
979573.9,16.22,2.65,266663.25,4.41
979739.8,16.22,2.65,267576.92,4.43
980317.59,16.23,2.66,268012.1,4.44
980583.74,16.24,2.67,267741.43,4.43
980791.25,16.24,2.68,267603.62,4.43
980656.85,16.24,2.67,267496.09,4.43
980392.62,16.24,2.67,266985.56,4.42
980623.48,16.24,2.68,267067.13,4.42
980852.66,16.25,2.68,266763.55,4.42
980791.27,16.25,2.68,266857.05,4.42
980951.59,16.25,2.69,268335.38,4.45
981003.12,16.25,2.69,267958.91,4.44
982125.75,16.27,2.71,268763.73,4.45
982177.28,16.28,2.71,268937.49,4.46
982032.88,16.27,2.71,268819.97,4.45
982084.41,16.28,2.71,268938.44,4.46
982135.94,16.28,2.71,268997.49,4.46
982296.26,16.28,2.72,268935.9,4.46
982899.92,16.29,2.73,270518.67,4.48
982951.45,16.3,2.73,270346.14,4.48
983111.76,16.3,2.73,270701.72,4.49
983163.29,16.3,2.74,271071.11,4.5
983214.82,16.31,2.74,271189.58,4.5
983445.68,16.31,2.75,271333.04,4.5
983497.21,16.32,2.75,271451.51,4.5
983805.04,16.32,2.76,272158.63,4.52
985889.85,16.36,2.79,273807.64,4.54
989347.2,16.41,2.85,276988.01,4.6
989398.73,16.42,2.85,277047.05,4.6
990966.73,16.44,2.88,277743.02,4.61
990966.73,16.44,2.88,278110.83,4.62
991018.26,16.45,2.88,278229.31,4.62
992390.82,16.47,2.91,279591.5,4.64
992605.08,16.48,2.91,279374.4,4.64
993899.86,16.5,2.93,280034.76,4.65
993951.39,16.5,2.94,280093.8,4.65
994636.59,16.51,2.95,283271.78,4.7
994688.12,16.52,2.95,283390.25,4.71
994739.65,16.52,2.95,283449.3,4.71
994791.18,16.52,2.96,283567.77,4.71
994842.71,16.53,2.96,283626.81,4.71
994606.19,16.52,2.96,283503.91,4.71
996456.36,16.55,2.99,283588.4,4.71
996507.89,16.56,2.99,283706.87,4.71
996559.42,16.56,2.99,283785.27,4.72
996719.74,16.56,3.0,284140.84,4.72
996771.27,16.57,3.0,284259.31,4.72
1000228.62,16.62,3.06,287439.68,4.78
999992.63,16.62,3.06,287607.84,4.78
1003449.98,16.68,3.11,290788.21,4.83
1003501.51,16.68,3.12,290847.25,4.84
1003553.04,16.69,3.12,290965.73,4.84
1005676.05,16.72,3.16,292212.36,4.86
1005727.58,16.73,3.16,292271.41,4.86
1005887.9,16.73,3.16,292626.98,4.87
1006086.18,16.73,3.17,292701.29,4.87
1005850.2,16.73,3.17,292869.45,4.87
1006081.06,16.74,3.17,293369.45,4.88
1006792.94,16.75,3.18,292855.75,4.87
1006947.21,16.75,3.19,292862.38,4.87
1007122.63,16.76,3.19,293727.95,4.89
1007276.89,16.76,3.2,293636.43,4.89
1007442.79,16.77,3.2,294755.27,4.91
1007549.31,16.77,3.2,294887.95,4.91
1007549.31,16.77,3.2,295698.86,4.92
1010973.25,16.83,3.26,298034.92,4.96
1011127.52,16.83,3.27,298041.55,4.96
1011287.84,16.84,3.27,297956.26,4.96
1011553.13,16.84,3.28,297931.01,4.96
1011668.84,16.84,3.28,297705.79,4.96
1011498.91,16.84,3.28,298438.12,4.97
1011550.44,16.85,3.28,298281.04,4.97
1011791.56,16.85,3.28,298541.92,4.97
1011951.88,16.85,3.29,298583.06,4.97
1013292.5,16.88,3.31,300993.97,5.01
1013254.13,16.88,3.31,300858.67,5.01
1013420.03,16.88,3.32,300805.95,5.01
1013420.03,16.88,3.32,300805.95,5.01
1013188.47,16.88,3.31,300686.14,5.01
1013240.0,16.88,3.32,300938.47,5.01
1013291.53,16.89,3.32,301056.95,5.02
1013033.32,16.88,3.32,300811.87,5.01
1013084.85,16.89,3.32,300870.91,5.01
1013136.38,16.89,3.32,300989.39,5.02
1013290.64,16.89,3.33,300996.03,5.02
1013054.12,16.89,3.32,300872.68,5.02
1013214.44,16.89,3.33,300856.74,5.02
1013054.51,16.89,3.33,302062.77,5.04
1013723.93,16.9,3.34,302280.79,5.04
1013884.24,16.91,3.34,302308.52,5.04
1013710.17,16.91,3.34,301836.83,5.03
1013864.44,16.91,3.35,301843.47,5.04
1014024.76,16.92,3.35,301827.53,5.04
1014024.76,16.92,3.35,301827.53,5.04
1014076.29,16.92,3.35,301946.0,5.04
1013840.31,16.92,3.35,301978.05,5.04
1013891.84,16.92,3.35,302037.1,5.04
1013660.25,16.92,3.35,301878.0,5.04
1014826.66,16.94,3.37,302389.04,5.05
1015059.46,16.94,3.38,303238.38,5.06
1014939.97,16.94,3.38,302870.42,5.06
1014991.5,16.95,3.38,302988.9,5.06
1015043.03,16.95,3.38,303047.94,5.06
1015043.03,16.95,3.38,303047.94,5.06
1014807.05,16.95,3.38,302971.75,5.06
1014807.05,16.95,3.38,302971.75,5.06
1014961.32,16.95,3.39,302978.39,5.06
1015012.85,16.96,3.39,303096.87,5.06
1015167.11,16.96,3.39,303005.35,5.06
1015327.43,16.96,3.4,303092.84,5.06
1015062.86,16.96,3.39,302811.78,5.06
1015811.36,16.97,3.41,304322.25,5.09
1015862.89,16.98,3.41,304381.3,5.09
1015914.42,16.98,3.41,304499.77,5.09
1015914.42,16.98,3.41,304484.3,5.09
1016074.74,16.98,3.42,304512.03,5.09
1016229.01,16.99,3.42,304604.0,5.09
1016427.29,16.99,3.43,304855.41,5.1
1016183.34,16.99,3.42,304521.83,5.09
1016234.87,16.99,3.43,304640.31,5.09
1016286.4,17.0,3.43,304699.35,5.1
1016337.93,17.0,3.43,304817.83,5.1
1016389.46,17.0,3.44,304876.87,5.1
1016587.74,17.01,3.44,304951.18,5.1
1016639.27,17.01,3.45,305111.65,5.11
1016837.55,17.02,3.45,305185.96,5.11
1016837.55,17.02,3.45,305205.84,5.11
1016889.08,17.02,3.45,305366.3,5.11
1016940.61,17.02,3.46,305484.78,5.11
1016992.14,17.03,3.46,305543.82,5.12
1017043.67,17.03,3.46,305662.3,5.12
1016807.15,17.03,3.46,305469.04,5.12
1016961.42,17.03,3.46,305552.1,5.12
1017012.95,17.03,3.47,305670.57,5.12
1017012.95,17.03,3.47,305639.57,5.12
1016695.87,17.03,3.46,305322.24,5.11
1016747.4,17.03,3.47,305381.29,5.12
1016511.42,17.03,3.46,305305.1,5.11
1016671.74,17.03,3.47,305276.33,5.11
1016723.27,17.04,3.47,305451.3,5.12
1016774.8,17.04,3.47,305569.77,5.12
1016548.82,17.04,3.47,305503.38,5.12
1016709.13,17.04,3.48,305531.11,5.12
1016760.66,17.05,3.48,305649.58,5.12
1016500.73,17.04,3.48,305498.35,5.12
1016552.26,17.04,3.48,305557.39,5.12
1016603.79,17.05,3.48,305384.87,5.12
1016655.33,17.05,3.48,305754.26,5.13
1016419.34,17.05,3.48,305678.07,5.13
1016622.76,17.05,3.49,305131.55,5.12
1016788.67,17.06,3.49,305078.83,5.12
1016557.1,17.06,3.49,304959.03,5.12
1016608.63,17.06,3.49,305211.36,5.12
1016660.16,17.06,3.5,305329.83,5.12
1016660.16,17.06,3.5,305364.85,5.12
1016711.69,17.07,3.5,305423.89,5.13
1016555.09,17.06,3.5,305237.62,5.12
1016709.36,17.07,3.5,305329.59,5.13
1016552.16,17.07,3.5,305172.4,5.12
1016552.16,17.07,3.5,305193.86,5.12
1016712.48,17.07,3.5,305301.42,5.13
1016476.5,17.07,3.5,305273.51,5.13
1016707.36,17.07,3.51,305244.43,5.13
1016550.76,17.07,3.5,305196.75,5.13
1016602.29,17.07,3.51,305315.22,5.13
1016342.36,17.07,3.5,305061.08,5.12
1016573.22,17.08,3.51,305204.53,5.13
1016416.02,17.07,3.51,305046.8,5.12
1016576.34,17.08,3.51,305046.8,5.12
1016332.4,17.07,3.51,304911.42,5.12
1016096.42,17.07,3.51,305268.09,5.13
1015926.49,17.07,3.5,305195.34,5.13
1015978.02,17.07,3.51,305413.89,5.13
1016176.3,17.08,3.51,305596.44,5.14
1016336.62,17.08,3.52,305567.68,5.14
1016490.88,17.09,3.52,305795.97,5.14
1016490.88,17.09,3.52,305776.77,5.14
1016542.41,17.09,3.52,305895.25,5.14
1016316.43,17.09,3.52,305876.82,5.14
1016367.96,17.09,3.52,305935.86,5.14
1016528.28,17.09,3.53,305907.1,5.14
1016371.09,17.09,3.53,305984.07,5.15
1016135.11,17.09,3.52,305840.31,5.14
1016289.37,17.09,3.53,306184.46,5.15
1016234.66,17.09,3.53,306085.44,5.15
1016234.66,17.09,3.53,306107.09,5.15
1016394.97,17.1,3.53,306091.18,5.15
1016549.24,17.1,3.54,306301.54,5.15
1016600.77,17.11,3.54,306548.53,5.16
1016831.63,17.11,3.54,306720.65,5.16
1016883.16,17.11,3.55,306839.12,5.16
1016934.69,17.12,3.55,306898.16,5.17
1017165.55,17.12,3.56,306986.33,5.17
1017168.35,17.12,3.56,306988.92,5.17
1016932.37,17.12,3.55,307275.13,5.17
1016983.9,17.12,3.56,307448.89,5.18
1017144.22,17.13,3.56,307420.12,5.18
1017144.22,17.13,3.56,307389.95,5.18
1016944.99,17.12,3.56,307075.1,5.17
1016996.52,17.13,3.56,307250.06,5.17
1017048.05,17.13,3.56,307368.54,5.18
1016812.07,17.13,3.56,307292.35,5.18
1016972.39,17.13,3.57,307320.07,5.18
1016735.87,17.13,3.56,307199.2,5.18
1016499.89,17.13,3.56,307123.01,5.17
1016505.06,17.13,3.56,307162.63,5.18
1016245.13,17.12,3.56,306908.48,5.17
1016405.45,17.13,3.56,306879.72,5.17
1016138.93,17.12,3.56,306726.98,5.17
1015969.0,17.12,3.56,306563.36,5.17
1015859.0,17.12,3.55,306453.36,5.16
1015599.07,17.12,3.55,306114.74,5.16
1015362.55,17.11,3.55,305872.84,5.16
1015126.57,17.11,3.54,305729.08,5.15
1015126.57,17.11,3.54,305729.08,5.15
1014890.05,17.11,3.54,305606.05,5.15
1014941.58,17.11,3.54,305848.58,5.16
1015110.97,17.11,3.55,305759.06,5.16
1015162.5,17.12,3.55,305948.33,5.16
1015064.34,17.12,3.55,306065.0,5.16
1015115.87,17.12,3.55,306183.47,5.16
1015115.87,17.12,3.55,306238.0,5.17
1015285.27,17.12,3.56,306219.27,5.16
1015187.11,17.12,3.56,306335.94,5.17
1015356.5,17.13,3.56,306246.42,5.17
1015356.5,17.13,3.56,306207.17,5.17
1015258.34,17.13,3.56,306124.17,5.16
1015309.87,17.13,3.56,306513.11,5.17
1015361.4,17.13,3.57,306631.58,5.17
1015527.31,17.14,3.57,306649.22,5.18
1015305.74,17.14,3.57,306602.71,5.17
1015515.51,17.14,3.57,306521.78,5.17
1015290.08,17.14,3.57,306430.19,5.17
1015341.61,17.14,3.58,306731.5,5.18
1015393.14,17.14,3.58,306849.97,5.18
1015235.95,17.14,3.58,306736.38,5.18
1015450.2,17.15,3.58,306748.94,5.18
1015458.34,17.15,3.58,306984.93,5.18
1015689.2,17.15,3.59,307073.1,5.19
1015843.47,17.16,3.59,307355.47,5.19
1015843.47,17.16,3.59,307355.47,5.19
1015575.41,17.15,3.59,307053.8,5.19
